id;category;title;amenities;bathrooms;bedrooms;currency;fee;pets_allowed;price;price_type;square_feet;address;cityname;state;source
5121813934;housing/rent/apartment;Make your next newly built in Katy.;Playground,Pool,Washer Dryer;2;2;USD;No;None;1240;Monthly;1073;null;Katy;TX;RentDigs.com
5121800703;housing/rent/apartment;One BR Apartment - Welcome to your next home.;Gym,Pool,Washer Dryer;1;1;USD;No;None;785;Monthly;800;null;Sterling Heights;MI;RentDigs.com
5121775213;housing/rent/apartment;Two BR Apartment - Centrally located among Detroit s trendiest suburbs.;Clubhouse,Gym,Pool,Storage,Washer Dryer,Wood Floors;1;2;USD;No;None;1210;Monthly;950;null;Oak Park;MI;RentDigs.com
5121771785;housing/rent/apartment;Apartment for rent in Langley Park. Cat OK!;AC,Basketball,Garbage Disposal,Hot Tub,Parking,Patio/Deck,Playground,Pool,Refrigerator;1;2;USD;No;Cats;1455;Monthly;1004;null;Hyattsville;MD;RentDigs.com
5121769851;housing/rent/apartment;Beautiful unit in prestigious Celebration Point.;Patio/Deck,Pool,Storage,Washer Dryer;2;2;USD;No;None;1700;Monthly;950;null;Hialeah;FL;RentDigs.com
5121767788;housing/rent/apartment;secure Deposit Special. Parking Available!;AC,Gated,Parking,Refrigerator;1;1;USD;No;None;575;Monthly;600;null;Detroit;MI;RentDigs.com
5121765782;housing/rent/apartment;Apartment only for $3,142/mo. You Can Stop Looking Now. Single Car Garage!;Gym,Parking,Pool,Storage;2;2;USD;No;None;3142;Monthly;1380;null;King Of Prussia;PA;RentDigs.com
5121765188;housing/rent/apartment;King of Prussia - 2bd/Two BA 1,099sqft Apartment for rent;Fireplace,Parking;2;2;USD;No;None;2551;Monthly;1099;null;King Of Prussia;PA;RentDigs.com
5121757695;housing/rent/apartment;Outstanding Opportunity To Live At The Chicago City Club. Pet OK!;AC,Gym,Internet Access,Pool,Washer Dryer;1;1;USD;No;Cats,Dogs;1988;Monthly;530;null;Chicago;IL;RentDigs.com
5121757585;housing/rent/apartment;531 sq. ft. - ready to move in.;AC,Gym,Internet Access,Pool,Washer Dryer;1;1;USD;No;Cats,Dogs;1943;Monthly;531;null;Chicago;IL;RentDigs.com
5121756579;housing/rent/apartment;Hyattsville, Great Location, Two BR Apartment.;Gym,Parking,Pool;2;2;USD;No;None;1582;Monthly;980;null;Hyattsville;MD;RentDigs.com
5121751409;housing/rent/apartment;Beautiful Marina del Rey Apartment for rent;Cable or Satellite,Dishwasher,Fireplace,Gym,Internet Access,Parking,Refrigerator,Tennis,View;1;1;USD;No;Cats;2766;Monthly;865;null;Marina Del Rey;CA;RentDigs.com
5121750882;housing/rent/apartment;Studio, One BA, safe neighborhood;AC,Cable or Satellite,Dishwasher,Internet Access,Parking,Refrigerator,Washer Dryer;1;1;USD;No;None;1288;Monthly;550;null;Detroit;MI;RentDigs.com
5121742512;housing/rent/apartment;Two BR Apartment - After a long day working.;Fireplace,Patio/Deck,Pool;2;2;USD;No;Cats,Dogs;1980;Monthly;1263;null;Upper Marlboro;MD;RentDigs.com
5121742171;housing/rent/apartment;Apartment - Property. Offstreet parking!;Dishwasher,Parking,Refrigerator,Washer Dryer;2;1;USD;No;None;1950;Monthly;785;null;Brooklyn;NY;RentDigs.com
5121741344;housing/rent/apartment;Two BR Apartment - Large & Bright;AC,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Gym,Patio/Deck,Pool,Refrigerator,Tennis,Washer Dryer;2;2;USD;No;Cats,Dogs;1170;Monthly;988;null;Spartanburg;SC;RentDigs.com
5121739688;housing/rent/apartment;Lease Spacious 2+1. Approx 985 sf of Living Space!;Parking,Pool;1;2;USD;No;None;1850;Monthly;985;null;Anaheim;CA;RentDigs.com
5121733588;housing/rent/apartment;Humble, prime location One BR, Apartment;Gym,Pool;1;1;USD;No;Cats,Dogs;1038;Monthly;966;null;Humble;TX;RentDigs.com
5121731012;housing/rent/apartment;Beautiful Chicago Apartment for rent;Gym,Hot Tub,Patio/Deck,Pool,Washer Dryer;1;1;USD;No;None;2499;Monthly;728;null;Chicago;IL;RentDigs.com
5121713019;housing/rent/apartment;Charming Three BR, 1.50 BA;Parking;1.5;3;USD;No;None;1771;Monthly;1273;null;Suitland;MD;RentDigs.com
5121711733;housing/rent/apartment;Bright Spring, One BR, One BA for rent;AC,Cable or Satellite,Dishwasher,Garbage Disposal,Parking,Patio/Deck,Refrigerator,Washer Dryer;1;1;USD;No;None;884;Monthly;565;null;Spring;TX;RentDigs.com
5121711717;housing/rent/apartment;Experience luxurious Springs. Single Car Garage!;Elevator,Fireplace,Gym,Parking,Playground,Pool,Storage;2;2;USD;No;Cats,Dogs;1899;Monthly;1143;null;Suitland;MD;RentDigs.com
5121711589;housing/rent/apartment;One BR, One BA, safe neighborhood. Pet OK!;Clubhouse,Parking,Patio/Deck,Pool,Storage;1;1;USD;No;Cats,Dogs;2215;Monthly;804;null;Santa Ana;CA;RentDigs.com
5121709882;housing/rent/apartment;Two BR, Two BA, safe neighborhood;Cable or Satellite,Clubhouse,Elevator,Gated,Gym,Parking,Playground,Pool,Storage,Washer Dryer;2;2;USD;No;None;2103;Monthly;1124;null;Suitland;MD;RentDigs.com
5121703308;housing/rent/apartment;One BR, One BA, safe neighborhood. $750/mo;AC,Refrigerator;1;1;USD;No;None;750;Monthly;730;null;Cocoa;FL;RentDigs.com
5121702922;housing/rent/apartment;Don't miss this opportunity. $855/mo;AC,Refrigerator;1;1;USD;No;None;855;Monthly;1035;null;Cocoa;FL;RentDigs.com
5121700832;housing/rent/apartment;Alder Apartments is the Relaxing, Gated Community You Were Looking for.;AC,Basketball,Cable or Satellite,Clubhouse,Dishwasher,Gated,Hot Tub,Parking,Patio/Deck,Playground,Pool;1;1;USD;No;None;1359;Monthly;750;null;Santa Ana;CA;RentDigs.com
5121672415;housing/rent/apartment;Philadelphia \ $1,021/mo \ 532 sq. ft. - ready to move in.;AC,Cable or Satellite,Dishwasher,Fireplace,Gym,Pool,Refrigerator,Tennis,Washer Dryer;1;2;USD;No;Cats,Dogs;1021;Monthly;532;null;Philadelphia;PA;RentDigs.com
5121665299;housing/rent/apartment;One BR Apartment - Welcome to eaves Santa Margarita.;Gym,Pool;1;1;USD;No;None;1622;Monthly;524;null;Rancho Santa Margarita;CA;RentDigs.com
5121662748;housing/rent/apartment;Two BR Apartment - Large & Bright;AC,Gym,Washer Dryer,Wood Floors;2;2;USD;No;Cats,Dogs;1530;Monthly;1001;null;Philadelphia;PA;RentDigs.com
5121659338;housing/rent/apartment;Orlando Luxurious 2 + 2. Pet OK!;AC,Cable or Satellite,Gated,Gym,Storage,TV,Washer Dryer;2;2;USD;No;Cats,Dogs;1510;Monthly;1264;null;Orlando;FL;RentDigs.com
5121656132;housing/rent/apartment;Average Rent $866 a month - That's a STEAL!;AC,Clubhouse,Dishwasher,Elevator,Internet Access,Patio/Deck,Playground,Pool,Refrigerator,Washer Dryer;2;3;USD;No;Cats,Dogs;866;Monthly;1214;null;Orlando;FL;RentDigs.com
5121656039;housing/rent/apartment;One Spacious BR in Orlando. Will Consider!;Patio/Deck,Playground,Pool,Storage,Washer Dryer;1;1;USD;No;Cats,Dogs;1261;Monthly;850;null;Orlando;FL;RentDigs.com
5121651088;housing/rent/apartment;Spacious Two BR, Two BA. Pet OK!;Parking;2;2;USD;No;Cats,Dogs;1307;Monthly;1268;null;Spring;TX;RentDigs.com
5121640828;housing/rent/apartment;Super Cute! Apartment for Rent!;AC,Clubhouse;1;2;USD;No;Cats,Dogs;760;Monthly;800;null;Melvindale;MI;RentDigs.com
5121633486;housing/rent/apartment;Spacious One BR, One BA;AC,Cable or Satellite,Clubhouse,Dishwasher,Elevator,Gated,Gym,Parking,Patio/Deck,Refrigerator,Washer Dryer;1;1;USD;No;Cats,Dogs;2411;Monthly;556;null;Philadelphia;PA;RentDigs.com
5121630717;housing/rent/apartment;Orlando, Two BR, One BA for rent;Clubhouse,Gated,Parking,Washer Dryer;1;2;USD;No;Cats,Dogs;1131;Monthly;967;null;Orlando;FL;RentDigs.com
5121625102;housing/rent/apartment;Two BR Townhouse - Experience Apartments in Asheville.;Gym,Pool,Tennis;2;2;USD;No;Cats,Dogs;1390;Monthly;1177;null;Asheville;NC;RentDigs.com
5121623330;housing/rent/apartment;Great Central Location One BR, One BA;Elevator,Gym;1;1;USD;No;None;1366;Monthly;901;null;Orlando;FL;RentDigs.com
5121607057;housing/rent/apartment;Great Central Location Two BR, Two BA;Parking,Washer Dryer;2;2;USD;No;None;1297;Monthly;980;null;Orlando;FL;RentDigs.com
5121601193;housing/rent/apartment;Apartment for rent in Brooklyn. Parking Available!;Basketball,Elevator,Gym,Parking,Patio/Deck,Storage;1;2;USD;No;None;4125;Monthly;1037;null;New York;NY;RentDigs.com
5121599025;housing/rent/apartment;Gorgeous Sunny 1 BR. Sub-Let Beginning;Parking;1;1;USD;No;Cats;1050;Monthly;600;null;Oak Park;IL;RentDigs.com
5121598777;housing/rent/apartment;The Best of the Best in the City of Arden! Save Big!;Gym,Pool;2;2;USD;No;Cats,Dogs;1265;Monthly;1101;null;Arden;NC;RentDigs.com
5121587026;housing/rent/apartment;This Apartment is a must see. Parking Available!;Fireplace,Gym,Parking,Pool;1;1;USD;No;None;2199;Monthly;530;null;Los Angeles;CA;RentDigs.com
5121583629;housing/rent/apartment;$1,977/mo - come and see this one. Pet OK!;Parking,View;1;2;USD;No;Cats,Dogs;1977;Monthly;608;null;Huntington Beach;CA;RentDigs.com
5121581524;housing/rent/apartment;This is Sherman in Evanston.;Storage,Wood Floors;1;2;USD;No;None;1425;Monthly;955;null;Evanston;IL;RentDigs.com
5121581269;housing/rent/apartment;Apartment only for $3,895/mo. You Can Stop Looking Now. Pet OK!;Parking,View;2;2;USD;No;Cats,Dogs;3895;Monthly;1309;null;Huntington Beach;CA;RentDigs.com
5121576852;housing/rent/apartment;Apartment for rent in.;Fireplace,Parking,Patio/Deck,Washer Dryer;2;2;USD;No;None;2200;Monthly;900;null;Huntington Beach;CA;RentDigs.com
5121576175;housing/rent/apartment;offers eight stunning one and 2 BR floor plans. Single Car Garage!;Fireplace,Gym,Parking;1;1;USD;No;None;1162;Monthly;802;null;Humble;TX;RentDigs.com
5121575977;housing/rent/apartment;Great Central Location One BR, One BA;Parking,Storage;1;1;USD;No;None;1695;Monthly;580;null;Philadelphia;PA;RentDigs.com
5121574997;housing/rent/apartment;Beautiful Royal Oak Apartment for rent. Pet OK!;Cable or Satellite,Parking,Patio/Deck,Storage;2.5;3;USD;No;Cats,Dogs;2995;Monthly;1850;null;Royal Oak;MI;RentDigs.com
5121574563;housing/rent/apartment;Orlando, Great Location, One BR Apartment. Pet OK!;Gym,Playground;1;1;USD;No;Cats,Dogs;1205;Monthly;837;null;Orlando;FL;RentDigs.com
5121573942;housing/rent/apartment;Over 852 sf in Huntington Beach. Pet OK!;Gym,Pool;1;1;USD;No;Cats,Dogs;2333;Monthly;852;null;Huntington Beach;CA;RentDigs.com
5121568610;housing/rent/apartment;Visit today for this month's specials!;Parking;2;2;USD;No;None;1599;Monthly;1294;null;Macomb;MI;RentDigs.com
5121566922;housing/rent/apartment;One BR Apartment - Fox Run offers all the amenities. $960/mo;AC,Internet Access,Playground,Pool;1;1;USD;No;None;960;Monthly;650;null;Saint Charles;IL;RentDigs.com
5121566349;housing/rent/apartment;Cleveland - One BA - ready to move in.;AC,Cable or Satellite,Dishwasher,Fireplace,Pool,Storage,Washer Dryer;1;1;USD;No;Cats,Dogs;650;Monthly;612;null;Cleveland;TX;RentDigs.com
5121562752;housing/rent/apartment;Move-in condition, Three BR Two BA;Pool;2;3;USD;No;None;3150;Monthly;1380;null;Saint Charles;IL;RentDigs.com
5121556442;housing/rent/apartment;Welcome, the new standard for luxurious apartment living in Conroe!;Clubhouse,Gated,Gym,Parking,Pool,TV;1;1;USD;No;Cats,Dogs;1027;Monthly;783;null;Conroe;TX;RentDigs.com
5121553216;housing/rent/apartment;Convenient location Two BR Two BA for rent;Gym,Parking;2;2;USD;No;None;2854;Monthly;1160;null;Philadelphia;PA;RentDigs.com
5121532736;housing/rent/apartment;Houston - 2bd/Two BA 1,313sqft Apartment for rent. Covered parking!;Elevator,Gym,Parking,Patio/Deck,Pool,Washer Dryer,Wood Floors;2;2;USD;No;None;2344;Monthly;1313;null;Houston;TX;RentDigs.com
5121526963;housing/rent/apartment;One BR Apartment - Just steps away from upscale shopping and award-winning;Hot Tub,Pool;1;1;USD;No;None;2315;Monthly;650;null;Los Angeles;CA;RentDigs.com
5121526160;housing/rent/apartment;Apartment only for $995/mo. You Can Stop Looking Now. Cat OK!;Wood Floors;1;1;USD;No;Cats,Dogs;995;Monthly;900;null;Elgin;IL;RentDigs.com
5121524405;housing/rent/apartment;Amazing One BR, One BA for rent;AC,Basketball,Cable or Satellite,Dishwasher,Gated,Gym,Patio/Deck,Pool,Refrigerator,Storage,Tennis;1;1;USD;No;Cats,Dogs;1285;Monthly;772;null;Middletown;NY;RentDigs.com
5121519659;housing/rent/apartment;Orlando - superb Apartment nearby fine dining;AC,Storage;2;2;USD;No;None;845;Monthly;924;null;Orlando;FL;RentDigs.com
5121519505;housing/rent/apartment;Apartment in great location;Parking,Storage,Washer Dryer;1;1;USD;No;None;1402;Monthly;812;null;Houston;TX;RentDigs.com
5121518587;housing/rent/apartment;Orlando - 2bd/One BA 912sqft Apartment for rent. $770/mo;AC,Storage;1;2;USD;No;None;770;Monthly;912;null;Orlando;FL;RentDigs.com
5121517560;housing/rent/apartment;Average Rent $595 a month - That's a STEAL!;AC,Storage;1;3;USD;No;None;595;Monthly;500;null;Orlando;FL;RentDigs.com
5121516538;housing/rent/apartment;Woodstock, Great Location, Two BR Apartment. Parking Available!;Clubhouse,Gym,Parking,Patio/Deck,Pool,Washer Dryer;2;2;USD;No;None;1377;Monthly;1337;null;Woodstock;IL;RentDigs.com
5121513520;housing/rent/apartment;Attractive Two BR, Two BA;Dishwasher,Gym,Washer Dryer,Wood Floors;2;2;USD;No;None;2800;Monthly;1100;null;New Rochelle;NY;RentDigs.com
5121495853;housing/rent/apartment;Bright Irvine, Two BR, Two BA for rent. Pet OK!;Gated,Parking,Washer Dryer;2;2;USD;No;Cats,Dogs;2365;Monthly;1034;null;Irvine;CA;RentDigs.com
5121489489;housing/rent/apartment;Great Central Location One BR, One BA;None;1;1;USD;No;None;2595;Monthly;740;null;Yonkers;NY;RentDigs.com
5121485868;housing/rent/apartment;Orlando - in a great area. Single Car Garage!;Gym,Parking,Patio/Deck,Playground,Pool;1;1;USD;No;None;1724;Monthly;745;null;Orlando;FL;RentDigs.com
5121482256;housing/rent/apartment;Irvine, Great Location, Two BR Apartment. Single Car Garage!;Clubhouse,Parking;2.5;2;USD;No;None;3000;Monthly;1626;null;Irvine;CA;RentDigs.com
5121478568;housing/rent/apartment;Over 1,920 sf in Raeford;Basketball,Tennis;2;4;USD;No;None;1345;Monthly;1920;null;Raeford;NC;RentDigs.com
5121477829;housing/rent/apartment;Large, Historic Open Loft.;Gym,Hot Tub,Parking,TV;1;2;USD;No;None;3035;Monthly;1242;null;Los Angeles;CA;RentDigs.com
5121477062;housing/rent/apartment;Attractive Two BR, Two BA. Single Car Garage!;AC,Cable or Satellite,Clubhouse,Dishwasher,Elevator,Gated,Gym,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,Washer Dryer;2;2;USD;No;Cats,Dogs;3366;Monthly;1204;null;Waltham;MA;RentDigs.com
5121475445;housing/rent/apartment;Two BR Apartment - Transitioning to a smoke/vape free communityThe peaceful.;Pool,Tennis;2;2;USD;No;None;2445;Monthly;973;null;Irvine;CA;RentDigs.com
5121474188;housing/rent/apartment;Prominence Apartments One BR Luxury Apartment Homes. Single Car Garage!;Fireplace,Parking,Pool,Storage;1;1;USD;No;None;1580;Monthly;839;null;Rectortown;VA;RentDigs.com
5121471728;housing/rent/apartment;Apartment in quiet area, spacious with big kitchen. Pet OK!;Gym,Parking,Pool,Washer Dryer;2;2;USD;No;Cats,Dogs;4495;Monthly;1267;null;Los Angeles;CA;RentDigs.com
5121470595;housing/rent/apartment;Apartment in move in condition in Houston;Fireplace,Gym,Patio/Deck,Pool,Washer Dryer;1;1;USD;No;None;848;Monthly;734;null;Houston;TX;RentDigs.com
5121470122;housing/rent/apartment;Attractive Two BR, Two BA;Gated;2;2;USD;No;None;2440;Monthly;1081;null;Irvine;CA;RentDigs.com
5121468876;housing/rent/apartment;Move-in condition, One BR One BA;Gym,Pool,Washer Dryer;1;1;USD;No;None;2257;Monthly;849;null;Los Angeles;CA;RentDigs.com
5121463931;housing/rent/apartment;Apartment in prime location. Pet OK!;Pool,Storage,Washer Dryer;2;2;USD;No;Cats,Dogs;1334;Monthly;964;null;Sanford;FL;RentDigs.com
5121452003;housing/rent/apartment;The Best of the Best in the City of Los Angeles! Save Big. Offstreet parking!;AC,Cable or Satellite,Dishwasher,Internet Access,Parking,Refrigerator;2;3;USD;No;None;3400;Monthly;1250;null;Los Angeles;CA;RentDigs.com
5121449304;housing/rent/apartment;Amazing One BR, One BA for rent;Gym,Parking,Pool;1;1;USD;No;None;1500;Monthly;740;null;Temecula;CA;RentDigs.com
5121446649;housing/rent/apartment;One BR - At Verano Apartments.;None;1;1;USD;No;None;865;Monthly;672;null;Houston;TX;RentDigs.com
5121433150;housing/rent/apartment;Two BA - Two BR - must see to believe.;None;2;2;USD;No;None;1760;Monthly;1102;null;Charlotte;NC;RentDigs.com
5121432772;housing/rent/apartment;Studio \ Apartment - convenient location.;Parking;1;2;USD;No;None;1270;Monthly;720;null;Charlotte;NC;RentDigs.com
5121431755;housing/rent/apartment;One BR Apartment in Quiet Building - Houston;Wood Floors;1;1;USD;No;None;1420;Monthly;872;null;Houston;TX;RentDigs.com
5121430569;housing/rent/apartment;Gorgeous Boise, Two BR, Two BA. Pet OK!;Clubhouse,Parking,Pool;2;2;USD;No;Cats,Dogs;1410;Monthly;1313;null;Boise;ID;RentDigs.com
5121423353;housing/rent/apartment;Charlotte, Great Location, Two BR Apartment.;Fireplace,Gym;2;2;USD;No;None;1285;Monthly;1251;null;Charlotte;NC;RentDigs.com
5121423182;housing/rent/apartment;Charlotte - superb Apartment nearby fine dining. Dog OK!;AC,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Gym,Internet Access,Parking,Patio/Deck,Playground,Pool,Refrigerator,TV,Washer Dryer;1;1;USD;No;Cats,Dogs;909;Monthly;648;null;Charlotte;NC;RentDigs.com
5121421823;housing/rent/apartment;Apartment for rent in Charlotte.;AC,Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Gym,Internet Access,Parking,Patio/Deck,Refrigerator,Washer Dryer,Wood Floors;1;1;USD;No;Cats,Dogs;937;Monthly;872;null;Charlotte;NC;RentDigs.com
5121413505;housing/rent/apartment;Apartment in great location. Offstreet parking!;Dishwasher,Parking,Patio/Deck,Storage,Washer Dryer;1;1;USD;No;None;1500;Monthly;640;null;Weymouth;MA;RentDigs.com
5121403711;housing/rent/apartment;$2,353/mo, One BA, Stoneham - convenient location.;None;1;1;USD;No;Cats,Dogs;2353;Monthly;845;null;Stoneham;MA;RentDigs.com
5121399621;housing/rent/apartment;Studio in Twin Falls, WiFi - Studio with private shower.;None;1;2;USD;No;None;400;Monthly;395;null;Twin Falls;ID;RentDigs.com
5121399334;housing/rent/apartment;Two BR Apartment - Experience the serene setting of the Overlook. Pet OK!;View;2;2;USD;No;Cats,Dogs;1254;Monthly;1150;null;Harrisburg;PA;RentDigs.com
5121395171;housing/rent/apartment;Gorgeous Harrisburg, Two BR, One BA. $650/mo;Refrigerator;1;2;USD;No;None;650;Monthly;800;null;Harrisburg;PA;RentDigs.com
5121393036;housing/rent/apartment;Three BR Apartment - Come home to Integra Lakes.;Storage;2;3;USD;No;None;1830;Monthly;1298;null;Casselberry;FL;RentDigs.com
5121389104;housing/rent/apartment;One BR - Prestonwood Apartments has a unique combination of seclusion.;None;1;1;USD;No;None;865;Monthly;738;null;Houston;TX;RentDigs.com
5121387158;housing/rent/apartment;Prominence Apartments One BR Luxury Apartment Homes. Pet OK!;AC,Pool;1;1;USD;No;Cats,Dogs;1095;Monthly;930;null;San Bernardino;CA;RentDigs.com
5121386884;housing/rent/apartment;Apartment for rent in Staten Island.;Cable or Satellite,Dishwasher,Wood Floors;1;3;USD;No;None;2150;Monthly;2484;null;New York;NY;RentDigs.com
5121386606;housing/rent/apartment;Charming One BR, One BA. Pet OK!;AC,Pool;1;1;USD;No;Cats,Dogs;995;Monthly;850;null;San Bernardino;CA;RentDigs.com
5121382677;housing/rent/apartment;Apartment in quiet area, spacious with big kitchen. Parking Available!;Parking;2.5;3;USD;No;None;1550;Monthly;2225;null;Houston;TX;RentDigs.com
5121382048;housing/rent/apartment;Honolulu, prime location One BR, Apartment;Refrigerator;1;1;USD;No;Cats,Dogs;1395;Monthly;338;null;Honolulu;HI;RentDigs.com
5121379859;housing/rent/apartment;Lovely Charlotte, One BR, One BA. Pet OK!;Elevator,Parking,Pool,Storage;1;1;USD;No;Cats,Dogs;1144;Monthly;744;null;Charlotte;NC;RentDigs.com
5121376356;housing/rent/apartment;One BR Apartment - Are you looking for a quiet.;None;1;1;USD;No;None;639;Monthly;500;null;Gainesville;FL;RentDigs.com
5121368924;housing/rent/apartment;Located In Beautiful Creek!;Basketball,Clubhouse,Fireplace,Parking,Patio/Deck,Tennis;2.5;4;USD;No;Cats,Dogs;1950;Monthly;2936;null;Charlotte;NC;RentDigs.com
5121366144;housing/rent/apartment;Come experience Hollow!;None;2;3;USD;No;None;1240;Monthly;1207;null;Charlotte;NC;RentDigs.com
5121348236;housing/rent/apartment;Apartment only for $700/mo. You Can Stop Looking Now. Offstreet parking!;AC,Basketball,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Gym,Parking,Patio/Deck,Pool,Refrigerator,Storage,Washer Dryer;1;1;USD;No;None;700;Monthly;676;null;Houston;TX;RentDigs.com
5121346368;housing/rent/apartment;Two BR Apartment - Natural Stone Swimming Pool with Waterfall. $959/mo;Cable or Satellite,Fireplace,Gym,Pool;1;2;USD;No;None;959;Monthly;914;null;Houston;TX;RentDigs.com
5121345958;housing/rent/apartment;NOW LEASING FOR FALL 2018! Two BR, 2. 5 Row;Elevator,Internet Access,Parking,Refrigerator,Washer Dryer;2.5;2;USD;No;None;1700;Monthly;1139;null;Gainesville;FL;RentDigs.com
5121342829;housing/rent/apartment;Charlotte Value!;Gym,Washer Dryer;2;3;USD;No;None;1389;Monthly;1212;null;Charlotte;NC;RentDigs.com
5121341803;housing/rent/apartment;One Spacious BR in Madison. 2 Car Garage!;Basketball,Gym,Parking,Pool,Storage;1;1;USD;No;None;752;Monthly;692;null;Madison;WI;RentDigs.com
5121340456;housing/rent/apartment;Lease Spacious 1+1. Approx 643 sf of Living Space. Parking Available!;Gated,Parking,Pool;1;1;USD;No;None;550;Monthly;643;null;Houston;TX;RentDigs.com
5121335181;housing/rent/apartment;Charlotte - 2bd/Two BA 883sqft Apartment for rent;Fireplace,Patio/Deck,Storage,Washer Dryer;2;2;USD;No;Cats,Dogs;990;Monthly;883;null;Charlotte;NC;RentDigs.com
5121335036;housing/rent/apartment;Two BR - The Forest Apartment complex is convenient to Universities.;Patio/Deck,Storage;1;2;USD;No;None;855;Monthly;1054;null;Pittsburgh;PA;RentDigs.com
5121333351;housing/rent/apartment;perfectly situated in the distinguished SouthPark area. 2 Car Garage!;Cable or Satellite,Internet Access,Parking,TV,Washer Dryer;2;2;USD;No;None;1299;Monthly;950;null;Charlotte;NC;RentDigs.com
5121328464;housing/rent/apartment;Charlotte - superb Apartment nearby fine dining;Gym,Patio/Deck,Playground,Pool,Washer Dryer;2;2;USD;No;Cats,Dogs;1205;Monthly;1084;null;Charlotte;NC;RentDigs.com
5121318524;housing/rent/apartment;Apartments in Charlotte!;Fireplace,Gated,Pool,Washer Dryer;2;2;USD;No;Cats,Dogs;1158;Monthly;1148;null;Charlotte;NC;RentDigs.com
5121317665;housing/rent/apartment;Bright Houston, Two BR, Two BA for rent. Pet OK!;Gym,Pool;2;2;USD;No;Cats,Dogs;1460;Monthly;1144;null;Houston;TX;RentDigs.com
5121310954;housing/rent/apartment;Apartment only for $2,447/mo. You Can Stop Looking Now. Carport parking!;Clubhouse,Gym,Parking,Pool,Tennis;2;2;USD;No;None;2447;Monthly;962;null;San Diego;CA;RentDigs.com
5121305705;housing/rent/apartment;Move-in condition, One BR One BA. Pet OK!;Storage,Wood Floors;1;1;USD;No;Cats,Dogs;2575;Monthly;785;null;Cambridge;MA;RentDigs.com
5121304879;housing/rent/apartment;Two BR Apartment in Quiet Building - Houston;Clubhouse,Gated,Gym,Parking,Pool,Storage;2;2;USD;No;None;1860;Monthly;1267;null;Houston;TX;RentDigs.com
5121303133;housing/rent/apartment;Houston, Two BR, Two BA for rent;Gym,Patio/Deck,Pool,Washer Dryer;2;2;USD;No;None;1714;Monthly;1201;null;Houston;TX;RentDigs.com
5121302707;housing/rent/apartment;Beautiful Cambridge Apartment for rent. Pet OK!;Parking,Storage,Wood Floors;1;2;USD;No;Cats,Dogs;3700;Monthly;870;null;Cambridge;MA;RentDigs.com
5121301861;housing/rent/apartment;Apartment in quiet area, spacious with big kitchen;Dishwasher,Washer Dryer,Wood Floors;1;2;USD;No;None;2850;Monthly;1300;null;New York;NY;RentDigs.com
5121300399;housing/rent/apartment;One BR Apartment in Tallahassee;Fireplace,Gym,Pool,Washer Dryer;1;1;USD;No;Cats,Dogs;1038;Monthly;793;null;Tallahassee;FL;RentDigs.com
5121294526;housing/rent/apartment;Beautiful Savannah Apartment for rent. Single Car Garage!;Parking,Patio/Deck,Pool;2;2;USD;No;None;1450;Monthly;1325;null;Savannah;GA;RentDigs.com
5121292113;housing/rent/apartment;10 Minutes to Mazomanie, Madison and MT Horeb.;AC,Cable or Satellite,Dishwasher,Gym,Internet Access,Parking,Patio/Deck,Refrigerator,Storage,Washer Dryer;1;1;USD;No;Cats,Dogs;800;Monthly;783;null;Cross Plains;WI;RentDigs.com
5121290231;housing/rent/apartment;Apartment in great location;Parking;1;2;USD;No;None;719;Monthly;815;null;Racine;WI;RentDigs.com
5121289048;housing/rent/apartment;Super Cute! Apartment for Rent!;Cable or Satellite,Elevator,Gym,Internet Access,Patio/Deck,Pool,TV,Washer Dryer;1;1;USD;No;None;1710;Monthly;951;null;Charlotte;NC;RentDigs.com
5121281419;housing/rent/apartment;Apartment in great location. Pet OK!;Cable or Satellite,Clubhouse,Gym,Patio/Deck,Pool,Storage,TV,Washer Dryer;2;2;USD;No;Cats,Dogs;1285;Monthly;1119;null;Charlotte;NC;RentDigs.com
5121269173;housing/rent/apartment;Our thoughts are with those in the path of Hurricane Florence.;None;1;2;USD;No;None;1082;Monthly;583;null;Charlotte;NC;RentDigs.com
5121266612;housing/rent/apartment;Jacksonville, 1,143 sq. ft. Two BR - convenient location.;Parking,Storage;2;2;USD;No;None;1595;Monthly;1143;null;Jacksonville;FL;RentDigs.com
5121265752;housing/rent/apartment;One BR Apartment - Camden Holly Springs features one. Pet OK!;Basketball,Gym,Internet Access,Parking,Patio/Deck,Pool,Storage;1;1;USD;No;Cats,Dogs;1109;Monthly;811;null;Houston;TX;RentDigs.com
5121263842;housing/rent/apartment;Lovely San Diego, Two BR, Two BA;Gym,Patio/Deck,Storage,Washer Dryer;2;2;USD;No;None;2285;Monthly;950;null;San Diego;CA;RentDigs.com
5121259399;housing/rent/apartment;Move-in condition, Two BR Two BA;Parking,Playground,Storage;2;2;USD;No;None;2925;Monthly;1176;null;West Roxbury;MA;RentDigs.com
